大学,考试方式,学院,专业,研究方向,网址
西安电子科技大学,统考,(003)计算机科学与技术学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1070121003085212001""target=""_blank"">查看</a>"
西安电子科技大学,统考,(011)微电子学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1070121011085212001""target=""_blank"">查看</a>"
西安电子科技大学,统考,(003)计算机科学与技术学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1070121003085211001""target=""_blank"">查看</a>"
西安电子科技大学,统考,(015)网络与信息安全学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1070121015085211001""target=""_blank"">查看</a>"
西安电子科技大学,统考,(017)人工智能学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1070121017085211001""target=""_blank"">查看</a>"
长安大学,统考,(006)信息工程学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1071021006085212001""target=""_blank"">查看</a>"
长安大学,统考,(006)信息工程学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1071021006085211001""target=""_blank"">查看</a>"
西北农林科技大学,统考,(010)信息工程学院,(085212)(专业学位)软件工程,(00)不分研究方向,"<ahref=""/zsml/kskm.jsp?id=1071221010085212001""target=""_blank"">查看</a>"
陕西师范大学,统考,(020)计算机科学学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1071821020085212001""target=""_blank"">查看</a>"
陕西师范大学,统考,(020)计算机科学学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1071821020085211001""target=""_blank"">查看</a>"
兰州大学,统考,(016)信息科学与工程学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1073021016085212001""target=""_blank"">查看</a>"
兰州大学,统考,(016)信息科学与工程学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1073021016085211001""target=""_blank"">查看</a>"
青海大学,统考,(007)计算机技术与应用系,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1074321007085211001""target=""_blank"">查看</a>"
宁夏大学,统考,(023)信息工程学院,(085211)(专业学位)计算机技术,(01)信息系统工程,"<ahref=""/zsml/kskm.jsp?id=1074921023085211011""target=""_blank"">查看</a>"
宁夏大学,统考,(023)信息工程学院,(085211)(专业学位)计算机技术,(02)分布并行处理与大数据云计算技术,"<ahref=""/zsml/kskm.jsp?id=1074921023085211021""target=""_blank"">查看</a>"
宁夏大学,统考,(023)信息工程学院,(085211)(专业学位)计算机技术,(03)图形图像与智能信息处理技术,"<ahref=""/zsml/kskm.jsp?id=1074921023085211031""target=""_blank"">查看</a>"
宁夏大学,统考,(023)信息工程学院,(085211)(专业学位)计算机技术,(04)计算机网络,"<ahref=""/zsml/kskm.jsp?id=1074921023085211041""target=""_blank"">查看</a>"
宁夏大学,统考,(023)信息工程学院,(085211)(专业学位)计算机技术,(05)数据库技术,"<ahref=""/zsml/kskm.jsp?id=1074921023085211051""target=""_blank"">查看</a>"
新疆大学,统考,(021)软件学院,(085212)(专业学位)软件工程,(00)不分方向,"<ahref=""/zsml/kskm.jsp?id=1075521021085212001""target=""_blank"">查看</a>"
新疆大学,统考,(016)信息科学与工程学院,(085211)(专业学位)计算机技术,(00)不分方向,"<ahref=""/zsml/kskm.jsp?id=1075521016085211001""target=""_blank"">查看</a>"
